# docs/Project58/asserts.tsv — every string count operand NOT proven non-negative by construction,
# with the exact IR assert that discharges it at runtime.  Emit it immediately BEFORE the statement
# (same block; the count expression is evaluated in the statement's own context, IR.md 5.8).
# tier: base-class = a varying read (count = length word at A, data at A+1); cond = non-negative iff the
#       named length word(s) are; guard = proven by a dominating guard (no assert NEEDED, listed for completeness);
#       unknown = the tool could not decide (arithmetic / opaque / interprocedural); the assert still discharges it;
#       invariant (a005) = proven by dataflow: the count is a frame slot's length word (or C - it) and every writer of
#       that slot in the routine keeps it in [0, C] (literal assignments, the clamped append min(len+k, C)); no assert NEEDED;
#       derived (a004) = built from base-class length words by +, x, min/max: covered by the ROOT site's assert(s)
#       named in the root column (block:stmt role), which dominate it with the length word unchanged between.
# pc	block	stmt	op	routine	role	class	tier	needed	root	assert
7015C0AD	7015C0A3	0	WCMP	QUEST	s1/ac1	varying	guard	no		assert((sx16(M16[0x7000021C])) >=s 0, "P58 guard s1-ac1 @7015C0AD")
7016689E	70166859	38	WCMV	DISPLAY_CAVE	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016689E")
7016689E	70166859	38	WCMV	DISPLAY_CAVE	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016689E")
701668B1	701668A9	1	WCMV	DISPLAY_CAVE	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @701668B1")
701668B1	701668A9	1	WCMV	DISPLAY_CAVE	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @701668B1")
701668CF	701668B4	16	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	701668B4:16 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701668CF")
701668CF	701668B4	16	WCMV	DISPLAY_CAVE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701668CF")
701668F9	701668B4	23	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	701668B4:16 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701668F9")
701668F9	701668B4	23	WCMV	DISPLAY_CAVE	src/ac1	register	derived	no	701668B4:16 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701668F9")
701668F9	701668B4	31	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	701668B4:16 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701668F9")
701668F9	701668B4	31	WCMV	DISPLAY_CAVE	src/ac1	register	derived	no	701668B4:16 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701668F9")
701668F9	701668B4	38	WCMV	DISPLAY_CAVE	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @701668F9")
701668F9	701668B4	38	WCMV	DISPLAY_CAVE	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @701668F9")
7016690C	70166904	1	WCMV	DISPLAY_CAVE	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016690C")
7016690C	70166904	1	WCMV	DISPLAY_CAVE	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016690C")
7016694D	7016693C	8	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	7016693C:8 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7016694D")
7016694D	7016693C	8	WCMV	DISPLAY_CAVE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7016694D")
70166973	7016693C	29	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	7016693C:8 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70166973")
70166973	7016693C	29	WCMV	DISPLAY_CAVE	src/ac1	register	derived	no	7016693C:8 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70166973")
7016697A	7016693C	34	WCMV	DISPLAY_CAVE	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @7016697A")
7016697A	7016693C	34	WCMV	DISPLAY_CAVE	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @7016697A")
7016698B	70166982	4	WCMV	DISPLAY_CAVE	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016698B")
7016698B	70166982	4	WCMV	DISPLAY_CAVE	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016698B")
701669BC	701669AA	9	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	701669AA:9 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701669BC")
701669BC	701669AA	9	WCMV	DISPLAY_CAVE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701669BC")
701669CB	701669AA	16	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	701669AA:9 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701669CB")
701669CB	701669AA	16	WCMV	DISPLAY_CAVE	src/ac1	register	derived	no	701669AA:9 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701669CB")
701669E1	701669D9	1	WCMV	DISPLAY_CAVE	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @701669E1")
701669E1	701669D9	1	WCMV	DISPLAY_CAVE	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @701669E1")
701669F6	701669E4	9	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	701669E4:9 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701669F6")
701669F6	701669E4	9	WCMV	DISPLAY_CAVE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701669F6")
70166A05	701669E4	16	WCMV	DISPLAY_CAVE	dst/ac0	register	derived	no	701669E4:9 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70166A05")
70166A05	701669E4	16	WCMV	DISPLAY_CAVE	src/ac1	register	derived	no	701669E4:9 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70166A05")
70166A1B	70166A13	1	WCMV	DISPLAY_CAVE	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70166A1B")
70166A1B	70166A13	1	WCMV	DISPLAY_CAVE	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @70166A1B")
70166A4A	70166A3E	2	WCMP	DISPLAY_CAVE	s1/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class s1-ac1 @70166A4A")
70166A4A	70166A3E	2	WCMP	DISPLAY_CAVE	s2/ac0	varying	base-class	yes		assert((sx16(M16[0x70000A78])) >=s 0, "P58 base-class s2-ac0 @70166A4A")
70166DB8	70166DB2	3	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70166DB8")
70166DB8	70166DB2	3	WCMV	DISPLAY_SCREEN	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @70166DB8")
70166E9A	70166E7C	17	WCMV	DISPLAY_SCREEN	dst/ac0	lenload-expr	derived	no	70166E7C:17 src/ac1	assert((sx16(M16[wp(ac3, 0xEE)])) >=s 0, "P58 derived dst-ac0 @70166E9A")
70166E9A	70166E7C	17	WCMV	DISPLAY_SCREEN	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xEE)])) >=s 0, "P58 base-class src-ac1 @70166E9A")
70166EB9	70166E7C	38	WCMV	DISPLAY_SCREEN	dst/ac0	register	derived	no	70166E7C:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70166EB9")
70166EB9	70166E7C	38	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	70166E7C:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70166EB9")
70166ED9	70166E7C	60	WCMV	DISPLAY_SCREEN	dst/ac0	register	derived	no	70166E7C:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70166ED9")
70166ED9	70166E7C	60	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	70166E7C:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70166ED9")
70166EE9	70166EE9	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70166EE9")
70166EF1	70166EF1	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70166EF1")
70166EF1	70166EF1	0	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @70166EF1")
70166F6D	70166F4F	17	WCMV	DISPLAY_SCREEN	dst/ac0	lenload-expr	derived	no	70166F4F:17 src/ac1	assert((sx16(M16[wp(ac3, 0xEE)])) >=s 0, "P58 derived dst-ac0 @70166F6D")
70166F6D	70166F4F	17	WCMV	DISPLAY_SCREEN	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xEE)])) >=s 0, "P58 base-class src-ac1 @70166F6D")
70166F8C	70166F4F	38	WCMV	DISPLAY_SCREEN	dst/ac0	register	derived	no	70166F4F:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70166F8C")
70166F8C	70166F4F	38	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	70166F4F:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70166F8C")
70166FAC	70166F4F	60	WCMV	DISPLAY_SCREEN	dst/ac0	register	derived	no	70166F4F:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70166FAC")
70166FAC	70166F4F	60	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	70166F4F:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70166FAC")
70166FBC	70166FBC	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70166FBC")
70166FC4	70166FC4	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70166FC4")
70166FC4	70166FC4	0	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @70166FC4")
70166FE5	70166FD9	7	WCMV	DISPLAY_SCREEN	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @70166FE5")
70166FE5	70166FD9	7	WCMV	DISPLAY_SCREEN	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @70166FE5")
70167007	70166FE9	17	WCMV	DISPLAY_SCREEN	dst/ac0	lenload-expr	derived	no	70166FE9:17 src/ac1	assert((sx16(M16[wp(ac3, 0x26A)])) >=s 0, "P58 derived dst-ac0 @70167007")
70167007	70166FE9	17	WCMV	DISPLAY_SCREEN	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x26A)])) >=s 0, "P58 base-class src-ac1 @70167007")
7016700E	70166FE9	22	WCMV	DISPLAY_SCREEN	dst/ac0	register	derived	no	70166FE9:22 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7016700E")
7016700E	70166FE9	22	WCMV	DISPLAY_SCREEN	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7016700E")
70167022	70166FE9	37	WCMV	DISPLAY_SCREEN	dst/ac0	register	derived	no	70166FE9:17 src/ac1 & 70166FE9:22 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70167022")
70167022	70166FE9	37	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	70166FE9:17 src/ac1 & 70166FE9:22 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70167022")
70167039	70166FE9	54	WCMV	DISPLAY_SCREEN	dst/ac0	register	derived	no	70166FE9:17 src/ac1 & 70166FE9:22 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70167039")
70167039	70166FE9	54	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	70166FE9:17 src/ac1 & 70166FE9:22 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70167039")
70167049	70167049	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70167049")
70167081	7016707B	3	WCMP	DISPLAY_SCREEN	s1/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class s1-ac1 @70167081")
70167081	7016707B	3	WCMP	DISPLAY_SCREEN	s2/ac0	varying	base-class	yes		assert((sx16(M16[0x70000AA2])) >=s 0, "P58 base-class s2-ac0 @70167081")
7016708E	70167085	3	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @7016708E")
7016708E	70167085	3	WCMV	DISPLAY_SCREEN	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @7016708E")
70167112	701670FF	7	WCMV	DISPLAY_SCREEN	dst/ac0	lenload-expr	derived	no	701670FF:7 src/ac1	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 derived dst-ac0 @70167112")
70167112	701670FF	7	WCMV	DISPLAY_SCREEN	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 base-class src-ac1 @70167112")
7016711E	7016711E	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @7016711E")
70167127	70167127	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @70167127")
70167127	70167127	0	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @70167127")
7016713B	70167135	3	WCMP	DISPLAY_SCREEN	s1/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class s1-ac1 @7016713B")
7016713B	70167135	3	WCMP	DISPLAY_SCREEN	s2/ac0	varying	base-class	yes		assert((sx16(M16[0x70000C1E])) >=s 0, "P58 base-class s2-ac0 @7016713B")
7016715F	70167156	3	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @7016715F")
7016715F	70167156	3	WCMV	DISPLAY_SCREEN	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @7016715F")
701671E5	701671C5	14	WCMV	DISPLAY_SCREEN	dst/ac0	register	derived	no	701671C5:14 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701671E5")
701671E5	701671C5	14	WCMV	DISPLAY_SCREEN	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701671E5")
701671F1	701671F1	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @701671F1")
701671FA	701671FA	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @701671FA")
701671FA	701671FA	0	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @701671FA")
70167250	70167249	3	WCMP	DISPLAY_SCREEN	s1/ac1	varying	base-class	yes		assert((sx16(M16[0x70000C34])) >=s 0, "P58 base-class s1-ac1 @70167250")
70167250	70167249	3	WCMP	DISPLAY_SCREEN	s2/ac0	varying	base-class	yes		assert((sx16(M16[0x70000C44])) >=s 0, "P58 base-class s2-ac0 @70167250")
70167278	7016726D	2	WCMV	DISPLAY_SCREEN	dst/ac0	expr	cond	yes		assert(((sx16(M16[0x70000C34]) + 2)) >=s 0, "P58 cond dst-ac0 @70167278")
70167278	7016726D	2	WCMV	DISPLAY_SCREEN	src/ac1	expr	cond	yes		assert(((sx16(M16[0x70000C34]) + 2)) >=s 0, "P58 cond src-ac1 @70167278")
70167281	7016726D	3	WCMP	DISPLAY_SCREEN	s1/ac1	varying	base-class	yes		assert((sx16(M16[0x70000C34])) >=s 0, "P58 base-class s1-ac1 @70167281")
701672D3	701672BF	4	WCMV	DISPLAY_SCREEN	dst/ac0	lenload-expr	derived	no	701672BF:4 src/ac1	assert((sx16(M16[0x70000C34])) >=s 0, "P58 derived dst-ac0 @701672D3")
701672D3	701672BF	4	WCMV	DISPLAY_SCREEN	src/ac1	varying	base-class	yes		assert((sx16(M16[0x70000C34])) >=s 0, "P58 base-class src-ac1 @701672D3")
701672DC	701672BF	6	WCMV	DISPLAY_SCREEN	dst/ac0	expr	derived	no	701672BF:4 src/ac1	assert(((sx16(M16[0x70000C34]) + 5)) >=s 0, "P58 derived dst-ac0 @701672DC")
701672DC	701672BF	6	WCMV	DISPLAY_SCREEN	src/ac1	expr	derived	no	701672BF:4 src/ac1	assert(((sx16(M16[0x70000C34]) + 5)) >=s 0, "P58 derived src-ac1 @701672DC")
701672EB	701672EB	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @701672EB")
701672F4	701672F4	0	WCMV	DISPLAY_SCREEN	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @701672F4")
701672F4	701672F4	0	WCMV	DISPLAY_SCREEN	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @701672F4")
70167683	70167673	6	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	cond	yes		assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 9) - 0xFFFFCFB)]) + 2)) >=s 0, "P58 cond dst-ac0 @70167683")
70167683	70167673	6	WCMV	DISPLAY_INVENTORY	src/ac1	expr	cond	yes		assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 9) - 0xFFFFCFB)]) + 2)) >=s 0, "P58 cond src-ac1 @70167683")
7016769A	7016768A	6	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	cond	yes		assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 9) - 0xFFFFA73)]) + 2)) >=s 0, "P58 cond dst-ac0 @7016769A")
7016769A	7016768A	6	WCMV	DISPLAY_INVENTORY	src/ac1	expr	cond	yes		assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 9) - 0xFFFFA73)]) + 2)) >=s 0, "P58 cond src-ac1 @7016769A")
701676D9	701676C8	8	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	701676C8:8 src/ac1	assert((sx16(M16[wp(ac3, 6)])) >=s 0, "P58 derived dst-ac0 @701676D9")
701676D9	701676C8	8	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 6)])) >=s 0, "P58 base-class src-ac1 @701676D9")
701676E5	701676E5	0	WCMV	DISPLAY_INVENTORY	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @701676E5")
70167719	70167707	9	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	70167707:9 src/ac1	assert((sx16(M16[wp(ac3, 6)])) >=s 0, "P58 derived dst-ac0 @70167719")
70167719	70167707	9	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 6)])) >=s 0, "P58 base-class src-ac1 @70167719")
70167728	70167728	0	WCMV	DISPLAY_INVENTORY	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70167728")
70167734	70167734	0	WCMV	DISPLAY_INVENTORY	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70167734")
70167734	70167734	0	WCMV	DISPLAY_INVENTORY	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @70167734")
70167757	70167744	11	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	70167744:11 src/ac1	assert((sx16(M16[wp(ac3, 6)])) >=s 0, "P58 derived dst-ac0 @70167757")
70167757	70167744	11	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 6)])) >=s 0, "P58 base-class src-ac1 @70167757")
7016775F	70167744	13	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	guard	no		assert(((0 - sx16(M16[wp(ac3, 6)]) + 0x13)) >=s 0, "P58 guard dst-ac0 @7016775F")
7016775F	70167744	13	WCMV	DISPLAY_INVENTORY	src/ac1	expr	guard	no		assert(((0 - sx16(M16[wp(ac3, 6)]) + 0x13)) >=s 0, "P58 guard src-ac1 @7016775F")
701678C8	7016789B	15	WCMV	DISPLAY_INVENTORY	dst/ac0	register	derived	no	7016789B:15 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701678C8")
701678C8	7016789B	15	WCMV	DISPLAY_INVENTORY	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701678C8")
701678C8	7016789B	23	WCMV	DISPLAY_INVENTORY	dst/ac0	register	derived	no	7016789B:15 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701678C8")
701678C8	7016789B	23	WCMV	DISPLAY_INVENTORY	src/ac1	register	derived	no	7016789B:15 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701678C8")
701678FB	701678E2	10	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	701678E2:10 src/ac1	assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 derived dst-ac0 @701678FB")
701678FB	701678E2	10	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 base-class src-ac1 @701678FB")
70167904	701678E2	12	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	derived	no	701678E2:10 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 0xA)) >=s 0, "P58 derived dst-ac0 @70167904")
70167904	701678E2	12	WCMV	DISPLAY_INVENTORY	src/ac1	expr	derived	no	701678E2:10 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 0xA)) >=s 0, "P58 derived src-ac1 @70167904")
7016790B	701678E2	14	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	701678E2:14 src/ac1	assert((sx16(M16[wp(ac3, 6)])) >=s 0, "P58 derived dst-ac0 @7016790B")
7016790B	701678E2	14	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 6)])) >=s 0, "P58 base-class src-ac1 @7016790B")
70167916	701678E2	16	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	derived	no	701678E2:10 src/ac1 & 701678E2:14 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + sx16(M16[wp(ac3, 6)]) + 0xA)) >=s 0, "P58 derived dst-ac0 @70167916")
70167916	701678E2	16	WCMV	DISPLAY_INVENTORY	src/ac1	expr	derived	no	701678E2:10 src/ac1 & 701678E2:14 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + sx16(M16[wp(ac3, 6)]) + 0xA)) >=s 0, "P58 derived src-ac1 @70167916")
70167982	7016796E	6	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	7016796E:6 src/ac1	assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 derived dst-ac0 @70167982")
70167982	7016796E	6	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 base-class src-ac1 @70167982")
7016798D	7016796E	8	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	derived	no	7016796E:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 8)) >=s 0, "P58 derived dst-ac0 @7016798D")
7016798D	7016796E	8	WCMV	DISPLAY_INVENTORY	src/ac1	expr	derived	no	7016796E:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 8)) >=s 0, "P58 derived src-ac1 @7016798D")
70167A3B	70167A27	6	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	70167A27:6 src/ac1	assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 derived dst-ac0 @70167A3B")
70167A3B	70167A27	6	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 base-class src-ac1 @70167A3B")
70167A46	70167A27	8	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	derived	no	70167A27:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 0x12)) >=s 0, "P58 derived dst-ac0 @70167A46")
70167A46	70167A27	8	WCMV	DISPLAY_INVENTORY	src/ac1	expr	derived	no	70167A27:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 0x12)) >=s 0, "P58 derived src-ac1 @70167A46")
70167AB0	70167A9C	6	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	70167A9C:6 src/ac1	assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 derived dst-ac0 @70167AB0")
70167AB0	70167A9C	6	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 base-class src-ac1 @70167AB0")
70167ABB	70167A9C	8	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	derived	no	70167A9C:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 0x14)) >=s 0, "P58 derived dst-ac0 @70167ABB")
70167ABB	70167A9C	8	WCMV	DISPLAY_INVENTORY	src/ac1	expr	derived	no	70167A9C:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 0x14)) >=s 0, "P58 derived src-ac1 @70167ABB")
70167B47	70167B33	6	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	70167B33:6 src/ac1	assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 derived dst-ac0 @70167B47")
70167B47	70167B33	6	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 base-class src-ac1 @70167B47")
70167B52	70167B33	8	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	derived	no	70167B33:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 8)) >=s 0, "P58 derived dst-ac0 @70167B52")
70167B52	70167B33	8	WCMV	DISPLAY_INVENTORY	src/ac1	expr	derived	no	70167B33:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 8)) >=s 0, "P58 derived src-ac1 @70167B52")
70167BB8	70167BA4	6	WCMV	DISPLAY_INVENTORY	dst/ac0	lenload-expr	derived	no	70167BA4:6 src/ac1	assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 derived dst-ac0 @70167BB8")
70167BB8	70167BA4	6	WCMV	DISPLAY_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x3C)])) >=s 0, "P58 base-class src-ac1 @70167BB8")
70167BC3	70167BA4	8	WCMV	DISPLAY_INVENTORY	dst/ac0	expr	derived	no	70167BA4:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x3C)]) + 0xE)) >=s 0, "P58 derived dst-ac0 @70167BC3")
